"","value","count","lc20_bps_220","lc24_s_cla_250","s_usa_polygon_to_raster","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","region","forestname","raw_acres"
"1604",20681,33012,1912,3,50,"13170_62","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",37,117,11,8,"C",9,"Wayne National Forest",7342
"1605",20682,12,1911,4,50,"13130_49_52_62","North-Central Interior Beech-Maple Forest","Hardwood",1026,0,852,465,"D",9,"Wayne National Forest",3
"1606",20683,15,1911,7,50,"13130_49_52_62","North-Central Interior Beech-Maple Forest","Hardwood",1026,0,852,465,"UE",9,"Wayne National Forest",3
"1607",20684,23911,1916,120,50,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"Developed",9,"Wayne National Forest",5318
"1608",20685,5,1911,120,50,"13130_49_52_62","North-Central Interior Beech-Maple Forest","Hardwood",1026,0,852,465,"Developed",9,"Wayne National Forest",1
"1609",20686,14,1911,180,50,"13130_49_52_62","North-Central Interior Beech-Maple Forest","Hardwood",1026,0,852,465,"Agriculture",9,"Wayne National Forest",3
"1610",20687,434,1917,7,50,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,0,0,989,"UE",9,"Wayne National Forest",97
"1611",20688,100,1912,2,50,"13170_62","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",37,117,11,8,"B",9,"Wayne National Forest",22
"1612",20689,89,1913,1,50,"13210_62","South-Central Interior Mesophytic Forest","Hardwood",960,798,341,191,"A",9,"Wayne National Forest",20
"1613",20690,214,1909,6,50,"13030_62","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,52,8,6,"UN",9,"Wayne National Forest",48
"1614",20691,1162,1916,1,50,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"A",9,"Wayne National Forest",258
"1615",20692,456,1909,132,50,"13030_62","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,52,8,6,"Barren or Sparse",9,"Wayne National Forest",101
"1616",20693,154,1917,180,50,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,0,0,989,"Agriculture",9,"Wayne National Forest",34
"1617",20694,37,1916,132,50,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"Barren or Sparse",9,"Wayne National Forest",8
"1618",20695,6,1909,2,50,"13030_62","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,52,8,6,"B",9,"Wayne National Forest",1
"1619",20696,11,1917,2,50,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,0,0,989,"B",9,"Wayne National Forest",2
"1620",20697,5886,1915,120,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"Developed",9,"Wayne National Forest",1309
"1621",20698,14475,1915,3,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"C",9,"Wayne National Forest",3219
"1622",20699,9452,1915,180,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"Agriculture",9,"Wayne National Forest",2102
"1623",20700,3600,1915,6,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"UN",9,"Wayne National Forest",801
"1624",20701,2383,1915,7,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"UE",9,"Wayne National Forest",530
"1625",20702,248,1915,4,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"D",9,"Wayne National Forest",55
"1626",20703,27964,1914,2,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"B",9,"Wayne National Forest",6219
"1627",20704,7321,1914,4,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"D",9,"Wayne National Forest",1628
"1628",20705,82,1917,132,50,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,0,0,989,"Barren or Sparse",9,"Wayne National Forest",18
"1629",20706,90,1917,120,50,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,0,0,989,"Developed",9,"Wayne National Forest",20
"1630",20707,733,1909,1,50,"13030_62","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,52,8,6,"A",9,"Wayne National Forest",163
"1631",20708,134,1913,132,50,"13210_62","South-Central Interior Mesophytic Forest","Hardwood",960,798,341,191,"Barren or Sparse",9,"Wayne National Forest",30
"1632",20709,601,1912,1,50,"13170_62","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",37,117,11,8,"A",9,"Wayne National Forest",134
"1633",20710,302,1912,132,50,"13170_62","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",37,117,11,8,"Barren or Sparse",9,"Wayne National Forest",67
"1634",20711,4290,1914,3,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"C",9,"Wayne National Forest",954
"1635",20712,99,1915,2,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"B",9,"Wayne National Forest",22
"1636",20713,18,1915,1,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"A",9,"Wayne National Forest",4
"1637",20714,3584,1914,120,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"Developed",9,"Wayne National Forest",797
"1638",20715,46,1915,132,50,"14710_51_62","Central Interior and Appalachian Floodplain Systems","Riparian",0,429,67,58,"Barren or Sparse",9,"Wayne National Forest",10
"1639",20716,503,1914,7,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"UE",9,"Wayne National Forest",112
"1640",20717,653,1914,180,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"Agriculture",9,"Wayne National Forest",145
"1641",20718,69,1914,6,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"UN",9,"Wayne National Forest",15
"1642",20719,1,1918,7,50,"14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,0,0,17,"UE",9,"Wayne National Forest",0
"1643",20720,7,1914,132,50,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"Barren or Sparse",9,"Wayne National Forest",2
"1644",20721,2,1919,7,50,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,0,0,993,"UE",9,"Wayne National Forest",0
"1645",20722,1,1917,6,50,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,0,0,989,"UN",9,"Wayne National Forest",0
"1646",20723,2,1919,2,50,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,0,0,993,"B",9,"Wayne National Forest",0
"1647",20724,37382,1875,4,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"D",9,"Monongahela National Forest",8314
"1648",20725,118347,1870,180,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Agriculture",9,"Monongahela National Forest",26320
"1649",20726,465944,1875,5,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"E",9,"Monongahela National Forest",103623
"1650",20727,481666,1870,4,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"D",9,"Monongahela National Forest",107120
"1651",20728,68440,1870,7,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"UE",9,"Monongahela National Forest",15221
"1652",20729,682901,1870,5,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"E",9,"Monongahela National Forest",151873
"1653",20730,18031,1875,120,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"Developed",9,"Monongahela National Forest",4010
"1654",20731,8395,1875,180,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"Agriculture",9,"Monongahela National Forest",1867
"1655",20732,167637,1870,3,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C",9,"Monongahela National Forest",37282
"1656",20733,51913,1870,120,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Developed",9,"Monongahela National Forest",11545
"1657",20734,33057,1875,7,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"UE",9,"Monongahela National Forest",7352
"1658",20735,25252,1883,180,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"Agriculture",9,"Monongahela National Forest",5616
"1659",20736,165360,1882,3,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"C",9,"Monongahela National Forest",36775
"1660",20737,123415,1883,7,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"UE",9,"Monongahela National Forest",27447
"1661",20738,120427,1883,3,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"C",9,"Monongahela National Forest",26782
"1662",20739,34424,1874,7,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"UE",9,"Monongahela National Forest",7656
"1663",20740,86023,1874,4,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"D",9,"Monongahela National Forest",19131
"1664",20741,905871,1883,2,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"B",9,"Monongahela National Forest",201461
"1665",20742,633666,1874,5,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"E",9,"Monongahela National Forest",140924
"1666",20743,45789,1874,180,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"Agriculture",9,"Monongahela National Forest",10183
"1667",20744,9724,1882,180,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Agriculture",9,"Monongahela National Forest",2163
"1668",20745,8208,1882,120,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Developed",9,"Monongahela National Forest",1825
"1669",20746,35736,1888,180,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"Agriculture",9,"Monongahela National Forest",7947
"1670",20747,67330,1888,3,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"C",9,"Monongahela National Forest",14974
"1671",20748,16636,1882,7,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"UE",9,"Monongahela National Forest",3700
"1672",20749,25814,1888,7,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"UE",9,"Monongahela National Forest",5741
"1673",20750,38020,1888,120,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"Developed",9,"Monongahela National Forest",8455
"1674",20751,792,1882,1,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"A",9,"Monongahela National Forest",176
"1675",20752,42747,1874,120,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"Developed",9,"Monongahela National Forest",9507
"1676",20753,41187,1883,120,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"Developed",9,"Monongahela National Forest",9160
"1677",20754,280250,1888,2,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"B",9,"Monongahela National Forest",62326
"1678",20755,30450,1888,5,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"E",9,"Monongahela National Forest",6772
"1679",20756,1265,1875,3,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"C",9,"Monongahela National Forest",281
"1680",20757,138,1879,180,42,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"Agriculture",9,"Monongahela National Forest",31
"1681",20758,11385,1883,6,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"UN",9,"Monongahela National Forest",2532
"1682",20759,2760,1874,3,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"C",9,"Monongahela National Forest",614
"1683",20760,1564,1874,1,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"A",9,"Monongahela National Forest",348
"1684",20761,1474,1875,1,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"A",9,"Monongahela National Forest",328
"1685",20762,231619,1882,2,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"B",9,"Monongahela National Forest",51511
"1686",20763,13088,1882,5,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"E",9,"Monongahela National Forest",2911
"1687",20764,13832,1889,3,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"C",9,"Monongahela National Forest",3076
"1688",20765,5561,1888,1,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"A",9,"Monongahela National Forest",1237
"1689",20766,2042,1879,5,42,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"E",9,"Monongahela National Forest",454
"1690",20767,320,1879,4,42,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"D",9,"Monongahela National Forest",71
"1691",20768,109859,1883,4,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"D",9,"Monongahela National Forest",24432
"1692",20769,47861,11,111,42,"0","Open Water","Open Water",0,0,0,0,"Water",9,"Monongahela National Forest",10644
"1693",20770,3943,1876,7,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"UE",9,"Monongahela National Forest",877
"1694",20771,5507,1876,6,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"UN",9,"Monongahela National Forest",1225
"1695",20772,21139,1876,2,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"B",9,"Monongahela National Forest",4701
"1696",20773,3609,1876,4,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"D",9,"Monongahela National Forest",803
"1697",20774,267,1876,1,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"A",9,"Monongahela National Forest",59
"1698",20775,6505,1876,180,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"Agriculture",9,"Monongahela National Forest",1447
"1699",20776,6488,1887,6,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"UN",9,"Monongahela National Forest",1443
"1700",20777,5240,1887,7,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"UE",9,"Monongahela National Forest",1165
"1701",20778,29813,1887,180,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"Agriculture",9,"Monongahela National Forest",6630
"1702",20779,15577,1887,3,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"C",9,"Monongahela National Forest",3464
"1703",20780,538,1887,1,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"A",9,"Monongahela National Forest",120
"1704",20781,4587,1887,2,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"B",9,"Monongahela National Forest",1020
"1705",20782,6922,1876,120,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"Developed",9,"Monongahela National Forest",1539
"1706",20783,243,1887,4,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"D",9,"Monongahela National Forest",54
"1707",20784,5525,1882,4,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"D",9,"Monongahela National Forest",1229
"1708",20785,334,1888,4,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"D",9,"Monongahela National Forest",74
"1709",20786,26,1870,6,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"UN",9,"Monongahela National Forest",6
"1710",20787,412,1889,180,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"Agriculture",9,"Monongahela National Forest",92
"1711",20788,2274,1870,1,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"A",9,"Monongahela National Forest",506
"1712",20789,534,1879,7,42,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"UE",9,"Monongahela National Forest",119
"1713",20790,1056,1882,6,42,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"UN",9,"Monongahela National Forest",235
"1714",20791,264,1887,5,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"E",9,"Monongahela National Forest",59
"1715",20792,131,1874,2,42,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,"B",9,"Monongahela National Forest",29
"1716",20793,51941,1885,6,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UN",9,"Monongahela National Forest",11551
"1717",20794,1533,1885,120,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Developed",9,"Monongahela National Forest",341
"1718",20795,18,1876,3,42,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,"C",9,"Monongahela National Forest",4
"1719",20796,175556,1878,3,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"C",9,"Monongahela National Forest",39043
"1720",20797,21538,1878,1,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"A",9,"Monongahela National Forest",4790
"1721",20798,166250,1878,7,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"UE",9,"Monongahela National Forest",36973
"1722",20799,1523666,1878,2,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"B",9,"Monongahela National Forest",338855
"1723",20800,29387,1878,6,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"UN",9,"Monongahela National Forest",6536
"1724",20801,63837,1878,120,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"Developed",9,"Monongahela National Forest",14197
"1725",20802,7712,1887,120,42,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"Developed",9,"Monongahela National Forest",1715
"1726",20803,451,1875,2,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"B",9,"Monongahela National Forest",100
"1727",20804,1084,1889,120,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"Developed",9,"Monongahela National Forest",241
"1728",20805,2048,1889,7,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"UE",9,"Monongahela National Forest",455
"1729",20806,2714,1889,2,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"B",9,"Monongahela National Forest",604
"1730",20807,163,1889,1,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"A",9,"Monongahela National Forest",36
"1731",20808,1262,1883,1,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"A",9,"Monongahela National Forest",281
"1732",20809,2328,1889,6,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"UN",9,"Monongahela National Forest",518
"1733",20810,61007,1878,4,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"D",9,"Monongahela National Forest",13568
"1734",20811,2086,1873,180,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"Agriculture",9,"Monongahela National Forest",464
"1735",20812,5104,1873,7,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"UE",9,"Monongahela National Forest",1135
"1736",20813,6,1879,3,42,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"C",9,"Monongahela National Forest",1
"1737",20814,24792,1885,3,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C",9,"Monongahela National Forest",5514
"1738",20815,2650,1885,7,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"UE",9,"Monongahela National Forest",589
"1739",20816,2271,1873,120,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"Developed",9,"Monongahela National Forest",505
"1740",20817,2144,1873,4,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"D",9,"Monongahela National Forest",477
"1741",20818,57401,1873,5,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"E",9,"Monongahela National Forest",12766
"1742",20819,246,1873,3,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"C",9,"Monongahela National Forest",55
"1743",20820,96,1883,132,42,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,0,529,"Barren or Sparse",9,"Monongahela National Forest",21
"1744",20821,326,1873,132,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"Barren or Sparse",9,"Monongahela National Forest",73
"1745",20822,79,1873,2,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"B",9,"Monongahela National Forest",18
"1746",20823,185,1878,132,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"Barren or Sparse",9,"Monongahela National Forest",41
"1747",20829,748,1878,180,42,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,0,780,"Agriculture",9,"Monongahela National Forest",166
"1748",20843,97,1873,1,42,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,"A",9,"Monongahela National Forest",22
"1749",20884,9,1889,132,42,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,0,1353,578,"Barren or Sparse",9,"Monongahela National Forest",2
"1750",20886,43,1888,132,42,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,0,200,166,"Barren or Sparse",9,"Monongahela National Forest",10
"1751",20887,267,1885,4,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D",9,"Monongahela National Forest",59
"1752",20896,11,1875,132,42,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,"Barren or Sparse",9,"Monongahela National Forest",2
"1753",20898,237,1885,180,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"Agriculture",9,"Monongahela National Forest",53
"1754",20899,2956,1886,4,42,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"D",9,"Monongahela National Forest",657
"1755",20900,365,1870,132,42,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Barren or Sparse",9,"Monongahela National Forest",81
"1756",20903,1151,1877,6,42,"13400_61","Appalachian Shale Barrens","Hardwood",0,1025,0,1025,"UN",9,"Monongahela National Forest",256
"1757",20905,2,31,132,42,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",0,0,0,0,"Barren or Sparse",9,"Monongahela National Forest",0
"1758",20906,314,1886,7,42,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"UE",9,"Monongahela National Forest",70
"1759",20907,627,1886,6,42,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"UN",9,"Monongahela National Forest",139
"1760",20908,1037,1886,180,42,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"Agriculture",9,"Monongahela National Forest",231
"1761",20909,49,1879,120,42,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,"Developed",9,"Monongahela National Forest",11
"1762",20912,53,1885,2,42,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B",9,"Monongahela National Forest",12
"1763",20915,77,1886,120,42,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"Developed",9,"Monongahela National Forest",17
"1764",20916,52,1877,7,42,"13400_61","Appalachian Shale Barrens","Hardwood",0,1025,0,1025,"UE",9,"Monongahela National Forest",12
"1765",20917,29,1877,120,42,"13400_61","Appalachian Shale Barrens","Hardwood",0,1025,0,1025,"Developed",9,"Monongahela National Forest",6
"1766",22142,630193,2067,3,49,"13050_47_48","Southern Interior Low Plateau Dry-Mesic Oak Forest","Hardwood",6,199,21,4,"C",9,"Hoosier National Forest",140151
"1767",22143,1150893,2072,2,49,"13210_47_48_53_57","South-Central Interior Mesophytic Forest","Hardwood",869,534,86,68,"B",9,"Hoosier National Forest",255952
"1768",22144,214608,2072,180,49,"13210_47_48_53_57","South-Central Interior Mesophytic Forest","Hardwood",869,534,86,68,"Agriculture",9,"Hoosier National Forest",47728
"1769",22145,105321,2072,7,49,"13210_47_48_53_57","South-Central Interior Mesophytic Forest","Hardwood",869,534,86,68,"UE",9,"Hoosier National Forest",23423
"1770",22146,76958,2067,7,49,"13050_47_48","Southern Interior Low Plateau Dry-Mesic Oak Forest","Hardwood",6,199,21,4,"UE",9,"Hoosier National Forest",17115
